lights,T1,RH_1,T2,RH_5,T6,Press_mm_hg,RH_out,Windspeed,month,day_of_week,hour
3.1538799900517827,-1.076597348540972,2.1339782896741184,-0.3388558241987499,0.453582956767551,0.11120977920402983,-2.8695304611581567,0.7973935465390726,1.1089826782020922,-1.5139439194249253,-1.5029768605459897,0.7922987364270155
3.1538799900517827,-1.076597348540972,1.886177920726729,-0.3388558241987499,0.453582956767551,0.07211890483710481,-2.8566471503847586,0.7973935465390726,0.9767243328157106,-1.5139439194249253,-1.5029768605459897,0.7922987364270155
3.1538799900517827,-1.076597348540972,1.7782796068071889,-0.3388558241987499,0.4414343692988964,0.016852496507355392,-2.8437638396113605,0.7973935465390726,0.8444659870325536,-1.5139439194249253,-1.5029768605459897,0.7922987364270155
4.372725162959751,-1.076597348540972,1.7142721328200965,-0.3388558241987499,0.4414343692988964,-0.008758765987989114,-2.8308805288379775,0.7973935465390726,0.712207641646172,-1.5139439194249253,-1.5029768605459897,0.7922987364270155
4.372725162959751,-1.076597348540972,1.787423530878724,-0.3388558241987499,0.4414343692988964,-0.022238377657375068,-2.8179972180645794,0.7973935465390726,0.5799492962597905,-1.5139439194249253,-1.5029768605459897,0.7922987364270155
4.372725162959751,-1.076597348540972,1.7032994228369849,-0.3388558241987499,0.43480786704326635,-0.03571798952895557,-2.8051139072911817,0.7973935465390726,0.44769095047663354,-1.5139439194249253,-1.5029768605459897,0.7922987364270155
5.59157033586772,-1.076597348540972,1.6319768079467596,-0.3388558241987499,0.4278132261415741,-0.04313177608865399,-2.7922305965177836,0.7973935465390726,0.315432605090252,-1.5139439194249253,-1.5029768605459897,0.9365360169789277
5.59157033586772,-1.1032644100799183,1.5752844721196242,-0.3388558241987499,0.4204504454894015,-0.057959349005856274,-2.7836417183743967,0.7855409176091578,0.3815617779818305,-1.5139439194249253,-1.5029768605459897,0.9365360169789277
4.372725162959751,-1.1565985411579272,1.5855713877287898,-0.3388558241987499,0.43149461591545135,-0.07143896087743677,-2.7750528531143894,0.7736882893904004,0.44769095047663354,-1.5139439194249253,-1.5029768605459897,0.9365360169789277
4.372725162959751,-1.1032644100799183,1.7206728793958543,-0.32094683570059673,0.43149461591545135,-0.057959349005856274,-2.7664639749710025,0.7618356604604857,0.513820123368212,-1.5139439194249253,-1.5029768605459897,0.9365360169789277
8.029260681683658,-1.0472635752480501,1.6584941885771622,-0.2453311044962884,0.43149461591545135,-0.057959349005856274,-2.75787509682763,0.749983031530571,0.5799492962597905,-1.5139439194249253,-1.5029768605459897,0.9365360169789277
