lights,T1,RH_1,T2,RH_5,T6,Press_mm_hg,RH_out,Windspeed,month,day_of_week,hour
-0.5026555286721236,1.9714480901649707,-0.49855771468848303,1.0938632556534473,-0.3415973139080246,0.8769865257322287,-0.4904124007101069,-1.1701428167131207,-1.2716675411334282,1.9151267894832322,1.020341451098677,-1.0827859107478432
-0.5026555286721236,1.9714480901649707,-0.5168455655747274,1.0853351684508477,-0.3452787036819019,0.8923532831889966,-0.49470684622345357,-1.1819954449318781,-1.2716675411334282,1.9151267894832322,1.020341451098677,-1.0827859107478432
-0.5026555286721236,1.9714480901649707,-0.5259894896462626,1.0580452786571413,-0.35264148433407444,0.9071808554996164,-0.4990012788534792,-1.193848073861793,-1.2716675411334282,1.9151267894832322,1.020341451098677,-0.938548630195931
-0.5026555286721236,1.9714480901649707,-0.5461061237009074,1.0341666273262717,-0.364790071802729,0.940879885684053,-0.4990012788534792,-1.1582901877832061,-1.20553836824185,1.9151267894832322,1.020341451098677,-0.938548630195931
-0.5026555286721236,1.9447810286260276,-0.5643939745871537,1.0341666273262717,-0.37141657405835904,0.9530115363078168,-0.4990012788534792,-1.1227323017046191,-1.1394091957470467,1.9151267894832322,1.020341451098677,-0.938548630195931
-0.5026555286721236,1.8914468975480185,-0.5808530395618198,1.0341666273262717,-0.37877935471053076,0.9530115363078168,-0.4990012788534792,-1.0871744156260323,-1.0732800228554682,1.9151267894832322,1.020341451098677,-0.938548630195931
-0.5026555286721236,1.8914468975480185,-0.5808530395618198,1.0341666273262717,-0.39433322769241164,0.9530115363078168,-0.4990012788534792,-1.0516165295474453,-1.0071508499638897,1.9151267894832322,1.020341451098677,-0.938548630195931
-0.5026555286721236,1.8914468975480185,-0.5808530395618198,1.0341666273262717,-0.3968181660382729,0.9664911487859797,-0.4990012788534792,-1.0160586434688585,-0.9410216774690867,1.9151267894832322,1.020341451098677,-0.938548630195931
-0.5026555286721236,1.8647798360090726,-0.5808530395618198,1.0341666273262717,-0.4078623364643227,1.0197356147385193,-0.4990012788534792,-0.9805007573902716,-0.8748925045775082,1.9151267894832322,1.020341451098677,-0.7943113496440188
-0.5026555286721236,1.8114457049310635,-0.5808530395618198,1.0341666273262717,-0.4159613944086198,1.0689361971498041,-0.49685405609679856,-0.9923533863201863,-0.9410216774690867,1.9151267894832322,1.020341451098677,-0.7943113496440188
-0.5026555286721236,1.8114457049310635,-0.5808530395618198,1.0341666273262717,-0.4200109239329773,1.1087010526461227,-0.49470684622345357,-1.0042060145389438,-1.0071508499638897,1.9151267894832322,1.020341451098677,-0.7943113496440188
-0.5026555286721236,1.8114457049310635,-0.5808530395618198,1.0512228077011303,-0.4266374261886073,1.1491398880586696,-0.4925596234667729,-1.0160586434688585,-1.0732800228554682,1.9151267894832322,1.020341451098677,-0.7943113496440188
-0.5026555286721236,1.8114457049310635,-0.5808530395618198,1.0938632556534473,-0.43400020684077906,1.2306915387999922,-0.4904124007101069,-1.0279112723987731,-1.1394091957470467,1.9151267894832322,1.020341451098677,-0.7943113496440188
-0.5026555286721236,1.8114457049310635,-0.5643939745871537,1.102391342856045,-0.4420992647850761,1.283262024836303,-0.4882651908367619,-1.0397639006175308,-1.20553836824185,1.9151267894832322,1.020341451098677,-0.7943113496440188
-0.5026555286721236,1.7821119316381415,-0.5643939745871537,1.1416205583151862,-0.4454125159128911,1.3189829967913667,-0.4861179680800813,-1.0516165295474453,-1.2716675411334282,1.9151267894832322,1.020341451098677,-0.6500740690921066
-0.5026555286721236,1.7234443930524146,-0.5808530395618198,1.1365037036057624,-0.45203901816852116,1.3324626092695295,-0.48182353545005563,-1.1582901877832061,-1.20553836824185,1.9151267894832322,1.020341451098677,-0.6500740690921066
